ID,Nome,Graduação,Tamanho,Tipo de Proteção,Localidade,Montanha,Número de Proteções,Conquistadores,Data da Conquista,Clube,Descrição
1738631852364,Saideira,Graduação: V E1,Tamanho: 23 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 6,Conquistadores: Pedro Bugim e Luiz Vulcanis,Data da Conquista: 13/07/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Bonita via, embora curta. Lances em aderência e domínio."
1738631853729,Pede a Conta,Graduação: IV sup E1,Tamanho: 18 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 6,Conquistadores: Pedro Bugim e Luiz Vulcanis,Data da Conquista: 13/07/2013,Clube: Centro Excursionista Brasileiro,Descrição: Via em diagonal para a esquerda em aderência e pequenas agarras.
1738631855388,Expulsadeira,Graduação: V sup E1,Tamanho: 20 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 7,"Conquistadores: Ernane ""Tufo"" Wermelinger, Alex Pinheiro e Pedro Bugim",Data da Conquista: 13/07/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Via relativamente fácil, com um lance do crux bem definido, em uma barriga feita em aderência"
1738631856638,Fechou a Cozinha,Graduação: VI sup E1,Tamanho: 20 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 7,"Conquistadores: Alex Pinheiro, Ernane ""Tufo"" Wermelinger e Pedro Bugim",Data da Conquista: 13/07/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Via técnica e delicada em seu final, com boa proteção e muito domínio de aderência"
1738631857886,Busca Implacável,Graduação: 5° VI D1 E1/E2,Tamanho: 120 metros,Tipo de Proteção: Paredão,"Localidade: Centro, Duas Barras / RJ - BRASIL (Ver no Google)",Montanha: Pedra das Palmeiras,Número de Proteções: 19,"Conquistadores: Pedro Bugim, Ernane ""Tufo"" Wermelinger e Alex Pinheiro",Data da Conquista: 27/07/2013,Clube: Centro Excursionista Brasileiro,Descrição: Bonita via predominantemente em aderência e com proteção em grampos de 1/2.
1738631859169,Ou Vai ou Racha,Graduação: IV sup E1/E2,Tamanho: 45 metros,Tipo de Proteção: Variante,"Localidade: Centro, Duas Barras / RJ - BRASIL (Ver no Google)",Montanha: Pedra das Palmeiras,Número de Proteções: 5,"Conquistadores: Alex Pinheiro, Ernane ""Tufo"" Wermelinger e Pedro Bugim",Data da Conquista: 27/07/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Variante da via ""Busca Implacável"", que segue em um veio de cristais em diagonal para a esquerda. Ótima opção para iniciar a via vizinha."
1738631860531,Drift,Graduação: V E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 7,"Conquistadores: Pedro Bugim, Maria Fernanda Patricio e Alex Pinheiro",Data da Conquista: 04/08/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Basicamente, trata-se de uma via em pura aderência, com boa proteção."
1738631861941,No Olho do Tufo,Graduação: IV E2,Tamanho: 50 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 7,"Conquistadores: Alex Pinheiro, Pedro Bugim e Maria Fernanda Patrício",Data da Conquista: 04/08/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Via que segue em diagonal pára a direita, sendo a via mais à direita da parede"
1738631863156,Almy Ulisséa,Graduação: 5° V sup D1 E2,Tamanho: 100 metros,Tipo de Proteção: Via,"Localidade: Urca, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro da Urca,Número de Proteções: 21,"Conquistadores: Tonico Magalhães, Juliano Magalhães, Arthurzinho, Hillo Santana e Pedro Bugim",Data da Conquista: 10/08/2013,Clube: Centro Excursionista Brasileiro,Descrição: Via bastante técnica na face oeste do Morro do Urca. o acesso atualmente está bloqueado.
1738631865368,Invasão Básica,Graduação: VI E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 7,"Conquistadores: Pedro Bugim e Ernane ""Tufo"" Wermelinger",Data da Conquista: 21/09/2013,Clube: Centro Excursionista Brasileiro,Descrição: Via em aderência
1738631866650,Tá di Boa,Graduação: VI D1 E1,Tamanho: 60 metros,Tipo de Proteção: Variante,"Localidade: Alto, Teresópolis / RJ - BRASIL (Ver no Google)",Montanha: Pedra da Cruz,Número de Proteções: 5,Conquistadores: Pedro Bugim e Zozimar Moraes,Data da Conquista: 09/11/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Variante do paredão Paraguaio, tendo seu início na P1 desta via, logo antes do crux. Sai para a direita em um diedro muito bem definido, protegido inteiramente em móvel. Os lances levemente negativos após o diedro são feitos com proteção fixa e em ótimas agarras. Finaliza junto ao Paraguaio. Levar dois jogos de friends e stoppers."
1738631867874,Fenda Quente,Graduação: IV sup E1,Tamanho: 35 metros,Tipo de Proteção: Via,"Localidade: Campo Grande, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Falésia dos 500,Número de Proteções: 6,"Conquistadores: Pedro Bugim, Alex Pinheiro e Ernane ""Tufo"" Wermelinger",Data da Conquista: 20/11/2013,Clube: Centro Excursionista Brasileiro,Descrição: Bonita via que segue por uma fenda aberta (sem possibilidade de proteger em móvel).
1738631869330,Limão Boladão,Graduação: II sup E3,Tamanho: 45 metros,Tipo de Proteção: Via,"Localidade: Campo Grande, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Falésia dos 500,Número de Proteções: 4,Conquistadores: Pedro Bugim,Data da Conquista: 20/11/2013,Clube: Centro Excursionista Brasileiro,Descrição: Via conquistada em solitário. Mescla lances em móvel e proteção fixa.
1738631870436,Descarrego,Graduação: VI sup E1,Tamanho: 40 metros,Tipo de Proteção: Via,"Localidade: Campo Grande, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Falésia dos 500,Número de Proteções: 9,"Conquistadores: Pedro Bugim, Alex Pinheiro e Ernane ""Tufo"" Wermelinger",Data da Conquista: 20/11/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Via interessante, com uma passada mais delicada em domínio."
1738631871739,Projeto,Graduação: VIIb E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Campo Grande, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Falésia dos 500,Número de Proteções: 1,"Conquistadores: Pedro Bugim, Alex Pinheiro e Ernane ""Tufo"" Wermelinger",Data da Conquista: 20/11/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Bonita via, além de ser bem desafiadora. Foi feita com corda de cima e ainda está pendente de proteções para ser feita guiada. Mas vale à pena fazer em top-rope!"
1738631873290,Contenha-se,Graduação: IV E2,Tamanho: 40 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 7,"Conquistadores: Pedro Bugim, Flávio de Lima e Alexis Pinheiro",Data da Conquista: 28/12/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Via na parte superior da parede, que passa por algumas contenções artificiais."
1738631874601,Aranha Samurai,Graduação: VI E1,Tamanho: 25 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 4,"Conquistadores: Pedro Bugim, Flavio de Lima e Alex Pinheiro",Data da Conquista: 28/12/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Via curta, mas bem interessante, com boa verticalidade e pequenos regletes."
1738631876208,Rabuda,Graduação: VIIc E1,Tamanho: 15 metros,Tipo de Proteção: Via,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Campo Escola da Rua Couto Fernandes,Número de Proteções: 6,"Conquistadores: Alex Pinheiro, Pedro Bugim e Flavio de Lima",Data da Conquista: 28/12/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Terceira via mais difícil da parede, com uma passada em aderência bem complexa"
1738631877665,A Draga e o Dragão,Graduação: VI E4,Tamanho: 15 metros,Tipo de Proteção: Via,"Localidade: Três Picos, Nova Friburgo / RJ - BRASIL (Ver no Google)",Montanha: Cabeça de Dragão,Número de Proteções: 0,"Conquistadores: Pedro Bugim, Maria Fernanda Patrício e Ricardo ""Draga"" Daher",Data da Conquista: 30/12/2013,Clube: Centro Excursionista Brasileiro,"Descrição: Bonita, porém exposta. É possível proteger bem seu início com friends médios. Sua metade superior consiste em parede bem vertical, com pequenos regletes e sem possibilidade de proteção. Parada no cume utilizando um grande bloco de pedra."
1738631879563,Cuscuz Molhado,Graduação: IV sup E1,Tamanho: 45 metros,Tipo de Proteção: Via,"Localidade: Leme, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro do Leme,Número de Proteções: 9,Conquistadores: Pedro Bugim e Michelle Baldini,Data da Conquista: 01/02/2014,Clube: Centro Excursionista Brasileiro,Descrição: Via iniciada praticamente na linha do mar (é necessário efetuar rapel até o grampo inicial). Protegida com grampos de titânio.
1738631880781,Cinzas de Verão,Graduação: III sup E1,Tamanho: 60 metros,Tipo de Proteção: Via,"Localidade: RJ, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro Três Irmãos,Número de Proteções: 13,Conquistadores: Pedro Bugim e Carlos Alberto Carrozzino,Data da Conquista: 16/02/2014,Clube: Centro Excursionista Rio de Janeiro,"Descrição: Via em agarras e aderência, com uma passa mais complexo ao final."
1738631882135,O Tempo e o Vento,Graduação: 3° III D1 E2,Tamanho: 100 metros,Tipo de Proteção: Paredão,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 12,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 01/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Segue uma parede relativamente vertical em sua primeira metade, sempre em boas agarras e com boa proteção. Após a primeira parada, a inclinação diminui, assim como as proteções. Utiliza o último grampo da “Lobos do Caraça”, antes da fácil sequência final."
1738631883423,Tromba D´Água,Graduação: 4° IV D1 E3,Tamanho: 175 metros,Tipo de Proteção: Paredão,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 16,"Conquistadores: Pedro Bugim, Fernando ""Velho"" Fajardo e Maria Fernanda Patrício",Data da Conquista: 02/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Inicia com uma enfiada constante, protegida por grampos de ½. As três enfiadas sequentes, possuem inúmeras passadas em móvel, em fendas sólidas, porém esporádicas, exigindo do guia uma boa leitura da linha. Todas as paradas são fixas e duplas. Rapel possível com corda única de 60 metros ou maior."
1738631884657,E o Rio Levou,Graduação: 3° IV D1 E2,Tamanho: 140 metros,Tipo de Proteção: Paredão,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede das Aderências do Roncador,Número de Proteções: 19,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 02/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Inicia imediatamente à direita da base da “Tonico Magalhães”, dando uma guinada à direita após o segundo grampo, onde cruza com uma sequência de lacas que podem ser protegidas opcionalmente por friends médios. Deste ponto em diante, segue o bonito crux da via, em uma parede com boa verticalidade e regletes bem definidos, até a P1. Da P1 em diante, a via segue por incríveis “corcovas” na pedra, até sua segunda parada. A enfiada final é feita em aderência."
1738631885859,Paredão CEM,Graduação: 4° V D2 E1,Tamanho: 165 metros,Tipo de Proteção: Paredão,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 34,"Conquistadores: Gustavo “Xaxá” Carrozzino, Pedro Bugim, Tonico Magalhães, Celso Ferreira Gomes, José Roberto “Dagó”, Glesse Gripp, Viviane, Maria Fernanda Patrício, Omar Freire, Giba Pascoal, Gresce e Giselle Melo",Data da Conquista: 03/03/2014,"Descrição: Via conquistada em homenagem ao Centro Excursionista Mineiro (CEM), tendo inclusive a participação de vários sócios e colaboradores. Segue uma bela linha natural que corta um trecho extenso da parede principal, variando entre aderência e agarras bem definidas, com setores de boa verticalidade, apesar do grau mediano. Une-se a isto, uma proteção bastante generosa, conferindo aos montanhistas uma escalada agradável e divertida. Paradas duplas a, no máximo, cada 50 metros. Rapel possível de qualquer ponto da via, com corda única de 50m.",Croquis / Arquivos Anexos:
1738631887279,Variante SEM,Graduação: VI sup E1,Tamanho: 30 metros,Tipo de Proteção: Variante,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 4,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 03/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Variante da última enfiada do Paredão CEM, que passa por um grande buraco na parede, seguido de um lance negativo, onde encontra-se o crux da variante. Lance forte, mas bem protegido, que une agarras grandes com bom domínio e equilíbrio. Termina em conjunto com a parada final do Pr. CEM."
1738631888461,Desenferrujando,Graduação: II E1,Tamanho: 15 metros,Tipo de Proteção: Via,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Subsetor Cachoeira do Roncador,Número de Proteções: 3,Conquistadores: Maria Fernanda Patrício e Pedro Bugim,Data da Conquista: 03/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via curta e bem simplória, além de ficar na beira da estrada, sem trilha para acessar a base. ótima para quem está começando a escalar ou guiar."
1738631889670,Eu Sei o Que Vocês Fizeram no Blackout Passado,Graduação: 3° IV sup D1 E1,Tamanho: 115 metros,Tipo de Proteção: Paredão,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 19,"Conquistadores: Pedro Bugim, Maria Fernanda Patrício, Breno Scofano, Ricardo “Draga” Daher e Gisele Melo",Data da Conquista: 04/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: O crux fica logo no delicado lance inicial, bem protegido. Evolui para lances verticais com “corcovas” e agarras incríveis, até a P1. A segunda enfiada possui lances com predominância em aderência, contando com um segundo crux antes da P2."
1738631891014,Facão Foi-se,Graduação: IV sup E1,Tamanho: 60 metros,Tipo de Proteção: Via,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede das Aderências do Roncador,Número de Proteções: 10,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 04/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Inicia em uma bonita fenda, feita em oposição e depois na vertical, para atingir o primeiro grampo da via. Esta sequência inicial pode ser protegida com friends pequenos e médios, mas também é possível fazer a via sem proteções móveis, aumentando o grau de exposição de E1 para E2 (o primeiro grampo fica alto). Depois, segue em agarras e aderência até seu final, com boa regularidade na graduação."
1738631892403,Fenda Espacial,Graduação: VI E1,Tamanho: 20 metros,Tipo de Proteção: Via,"Localidade: Barra de Guaratiba, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Ponta do Picão,Número de Proteções: 0,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 16/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Fenda negativa que corre na lateral esquerda do grande teto ao lado esquerdo da Galactus. Esses lances foram protegidos por camalots 4 e 5, e feitos em oposição e off-width. Depois, a via ainda segue uma sequência de fendas e agarras fáceis até um último lance mais atlético e levemente negativo (meio que um pulo), embora muito curto, para alcançar uma casuarina (árvore) já na vegetação do topo, onde fiz a parada / rapel."
1738631894320,Pulando Marola,Graduação: III sup E1,Tamanho: 10 metros,Tipo de Proteção: Via,"Localidade: Barra de Guaratiba, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Ponta do Picão,Número de Proteções: 0,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 16/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Para repetir esta via, é conveniente que o mar esteja calmo, possibilitando o uso de um grande platô já na linha do mar, na extrema esquerda da Paredinha. Essa via possui uns 10 metros e começa bem vertical, sempre em fendas horizontais generosas, embora um pouco afastadas entre si, maravilhosamente bem protegidas por friends médios (deve dar um 3°sup). Na metade, a verticalidade cai e vai até o topo, num 2° grau, onde a parada é feita com friends grandes e médios."
1738631895825,Buraco Negro,Graduação: VIIb E2/E3,Tamanho: 50 metros,Tipo de Proteção: Via,"Localidade: Barra de Guaratiba, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Ponta do Picão,Número de Proteções: 0,"Conquistadores: Pedro Bugim, Maria Fernanda Patrício e Breno Scofano",Data da Conquista: 16/03/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via à direita da ""Força Cósmica"", em direção à ""gruta"". O diedro inicial possui proteção escassa, unida ao alto grau. As agarras são pequenas e meio abauladas, sempre te jogando pra fora. E a proteção nos primeiros metros de via, foi feita em uma fissura beeeem fina, com um único ball nut n°2. Ou seja, extremamente delicado (um 7°b E2/E3). Depois disso, a coisa fica bem bacana, subindo em diagonal para a direita, em fendas mais sólidas e bem definidas. Então, chega-se à linha de rocha ""podre"", fazendo alguns lances mais expostos, mas relativamente fáceis, até chegar no imenso bloco entalado no topo da gruta. Passa dele e vai até o negativo final, onde existe um lance ESPETACULAR! A proteção é feita com friends pequenos, mas em fendas muito boas. Depois, dá-se uma passada longa no vazio (!) até a parede principal (tipo uma tesoura), onde faz-se uma oposição para efetivamente transferir-se de um lado ao outro do canyon, e depois um lance de domínio, para finalmente chegar à vegetação que leva ao cume. O lance do mato é meio chato, mas contornando o ""cucuruto"", dá acesso à parada dupla da ""Saideira"", onde faz-se a segurança / rapel ."
1738631897102,Chocolate no Grito,Graduação: 4° V D2 E1,Tamanho: 185 metros,Tipo de Proteção: Paredão,"Localidade: Laranjeiras, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro Dona Marta,Número de Proteções: 24,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 19/04/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Para acessar a base, pega-se uma trilha de meros 5 minutos, saindo da lateral direita do campinho de futebol existente na rua Belisário Távora, em Laranjeiras (esta rua ""sai"" da rua General Glicério). O acesso não podia ser mais simples! Neste setor, está a via ""Laranjeiras"", em estado precário. No meio da parede inicial, existe uma grampeação relativamente nova, que não faço ideia do que se trata... Enfim, peguei a extrema direita da parede e segui sempre em direção ao diedro que ""vira"" para a direita da montanha. Esse início é bem simples, quase como um costão, com lances esporádicos mais delicados.
A ""virada"" por cima do diedro é feita em móvel, até chegar na P2. Depois da P2, pega-se uma fenda frontal perfeita, também protegida em móvel. Esta enfiada possui algumas contenções em sua extensão, mas em momento algum as mesmas são utilizadas. A quarta enfiada é o ""filé"" da via, concentrando os lances de maior graduação, em geral, feitos em aderência, sempre com boa proteção em grampos de 1/2.
Todas as paradas da via são duplas e é possível rapelar utilizando uma única corda de 50 metros."
1738631898472,Os Fantasmas se Divertem,Graduação: 4° VIIa D1 E1,Tamanho: 95 metros,Tipo de Proteção: Paredão,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 19,Conquistadores: Pedro Bugim e Flavio de Lima,Data da Conquista: 21/04/2014,Clube: Centro Excursionista Brasileiro,"Descrição: uma bela linha que começa em lances mais fáceis entre agarras e cristais, evoluindo para uma segunda enfiada numa parede bem mais vertical, onde encontra-se o crux. Via muito bacana, com trilha de menos de 15 minutos e com uma vista bem diferente e muito, mas muito bonita!"
1738631899829,A Hora dos Mortos Vivos,Graduação: IV E2/E3,Tamanho: 45 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 4,Conquistadores: Pedro Bugim e Flavio de Lima,Data da Conquista: 04/05/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via que conta apenas com dois grampos de progressão (um logo no início e outro a uns 15 metros do chão), sendo todo o resto feito em móvel. Um bom jogo de stoppers já é suficiente para fazer esta via, que possui seu crux logo na saída, evoluindo para lances bem verticais, mas com agarras, lacas e fendas muito generosas até o final, onde uma parada dupla em grampos de 1/2 pode ser usada para o rapel. Esta via deve ser rapelada com duas cordas de 50m, ou uma única de 60. Cordas de 50m podem ser usadas, descendo até a P1 da “Zumbi”, mas é bem ruinzinho...."
1738631901096,Zumbi,Graduação: III E1,Tamanho: 25 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 5,Conquistadores: Pedro Bugim e Flavio de Lima,Data da Conquista: 04/05/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via protegida por chapeletas em quase sua totalidade, exceto pelos metros finais, aonde stoppers diversos são bem colocados em uma fenda frontal e diagonal para a esquerda, até a parada dupla no topo, com grampos de aço carbono, de 1/2 polegada. Predominância de agarras, seguindo um veio de cristais escuros."
1738631902534,Mundial 2014,Graduação: III E2,Tamanho: 60 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 9,Conquistadores: Pedro Bugim e Breno Scofano,Data da Conquista: 13/07/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via que segue pela esquerda desta parede, em grampos de 1/2. simples e com proteção justa."
1738631903771,7 a 1,Graduação: III sup E2,Tamanho: 45 metros,Tipo de Proteção: Diedro,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 3,Conquistadores: Pedro Bugim e Breno Scofano,Data da Conquista: 13/07/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Apesar de fácil, foi um grande achado: começa em agarras, passa-se por dois grampos e depois entra em um enorme diedro em arco, seguindo sempre para a direita, com proteções móveis PERFEITAS! Ao final, um terceiro grampo de parada / rapel. Ótima opção para quem está começando a guiar em móvel, pois as colocações são extremamente fáceis e sólidas, além de tratar-se de uma via de graduação baixa."
1738631905002,Thier Meireles,Graduação: 3° III sup D1 E2,Tamanho: 80 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 13,"Conquistadores: Pedro Bugim, Roberto Schimidt e Breno Scofano",Data da Conquista: 19/07/2014,Clube: Centro Excursionista Rio de Janeiro,"Descrição: Via bem tranquila, com boas agarras, proteção constante (11 grampos de 1/2) e uma vista incrível!"
1738631906161,UFC,Graduação: 2° III sup D1 E2,Tamanho: 75 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 12,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 16/08/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via iniciada imediatamente à direita da escada dos escravos. Seu crux fica logo na saída, evoluindo para lances mais simples na parte superior."
1738631907484,WTF,Graduação: IV sup E1,Tamanho: 15 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 6,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 16/08/2014,Clube: Centro Excursionista Brasileiro,"Descrição: Via curta, porém interessantíssima. Bastante verticalidade e bons regletes, com uma proteção bem tranquila. Ótima para montar top-rope."
1738631908732,Nova Vida,Graduação: IV E1/E2,Tamanho: 50 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 7,Conquistadores: Pedro Bugim e João Pedro Vergnano,Data da Conquista: 23/11/2014,Clube: Centro Excursionista Brasileiro,Descrição: Via com lances mais delicados nos primeiros metros (ótima para montar top rope). A metade superior é bem fácil. Começa logo à esquerda da escada dos escravos.
1738631910615,Começando Bem,Graduação: IV E2,Tamanho: 60 metros,Tipo de Proteção: Via,"Localidade: Botafogo, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro São João,Número de Proteções: 9,"Conquistadores: Pedro Bugim, Flavio de Lima e Raquel de Paula",Data da Conquista: 20/01/2015,Clube: Centro Excursionista Brasileiro,"Descrição: Via constante, com proteção justa."
1738631911939,Antes Só do Que Mal Acompanhado,Graduação: 3° IV D1 E1,Tamanho: 85 metros,Tipo de Proteção: Via,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede das Aderências do Roncador,Número de Proteções: 14,Conquistadores: Pedro Bugim,Data da Conquista: 14/02/2015,Clube: Centro Excursionista Brasileiro,"Descrição: Via conquistada em solitário, porém com boa proteção. Possui duas enfiadas relativamente curtas, com lances inicialmente em agarras e regletes, evoluindo para aderência na metade superior."
1738631913174,Até Que a Vida Nos Separe,Graduação: 3° IV sup D1 E1,Tamanho: 120 metros,Tipo de Proteção: Paredão,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 19,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 15/02/2015,Clube: Centro Excursionista Brasileiro,"Descrição: Bonita via, que inicia em lances mais tranquilos, ganhando verticalidade na parte superior. Lances em agarras generosas e algumas passadas mais técnicas em aderência. Termina junto com o final da ""Vr. SEM"". Atualmente, é a via mais acessível da parede, por sua graduação pouco elevada e proteção generosa."
1738631914459,Pilhado,Graduação: 3° V sup D1 E3,Tamanho: 70 metros,Tipo de Proteção: Variante,"Localidade: Vale do Roncador, Ferros / MG - BRASIL (Ver no Google)",Montanha: Parede Principal do Roncador,Número de Proteções: 7,Conquistadores: Pedro Bugim e Maria Fernanda Patrício,Data da Conquista: 15/02/2015,Clube: Centro Excursionista Brasileiro,"Descrição: Variante da via ""Até que a vida nos separe"". Inicia com uma passada em móvel, utilizando um friend médio em um buraco. Continua em lances um pouco expostos, apesar de fáceis, em proteção fixa. Após a primeira parada, existe o lance mais interessante da via, com proteção mais generosa, no qual se vence uma bonita barriga bem vertical e levemente negativa, com ótimas agarras e regletes. Pode-se continuar para a esquerda, juntando na P1 da ""Até que a Vida Nos Separe"", ou seguir pela direita, na P2 do ""Pr. CEM""."
